combination,count,probability,dates,date_list,first_trade_description,second_trade_description,final_trade_description,high_point,low_point,avg_first_change,avg_second_change,avg_final_change,avg_daily_change
Medium_Up_Medium_Down_Medium_Down_Nh_Nl,1,0.0020876826722338203,['20240301'],20240301,Medium(Up),Medium(Down),Medium(Down),未創全日最高,未創全日最低,2.0,-15.0,-4.0,-7.0
High_Down_High_Down_Medium_Down_H_L,1,0.0020876826722338203,['20240223'],20240223,High(Down),High(Down),Medium(Down),創全日最高,創全日最低,-29.0,-8.0,-42.0,-77.0
High_Up_High_Down_Low_Up_Nh_L,1,0.0020876826722338203,['20240118'],20240118,High(Up),High(Down),Low(Up),未創全日最高,創全日最低,46.0,-67.0,50.0,40.0
High_Down_Low_Up_High_Up_Nh_Nl,1,0.0020876826722338203,['20240202'],20240202,High(Down),Low(Up),High(Up),未創全日最高,未創全日最低,-41.0,3.0,35.0,-16.0
Medium_Down_Medium_Down_Medium_Up_Nh_L,1,0.0020876826722338203,['20240219'],20240219,Medium(Down),Medium(Down),Medium(Up),未創全日最高,創全日最低,-9.0,-18.0,23.0,-9.0
High_Down_Low_Up_Medium_Down_Nh_Nl,1,0.0020876826722338203,['20240116'],20240116,High(Down),Low(Up),Medium(Down),未創全日最高,未創全日最低,-117.0,11.0,-26.0,-147.0
Medium_Down_Medium_Down_High_Up_H_Nl,1,0.0020876826722338203,['20240111'],20240111,Medium(Down),Medium(Down),High(Up),創全日最高,未創全日最低,-14.0,-4.0,50.0,85.0
High_Up_Low_Down_High_Down_Nh_Nl,1,0.0020876826722338203,['20240108'],20240108,High(Up),Low(Down),High(Down),未創全日最高,未創全日最低,71.0,-8.0,-71.0,23.0
High_Down_Medium_Up_Medium_Down_Nh_Nl,1,0.0020876826722338203,['20240110'],20240110,High(Down),Medium(Up),Medium(Down),未創全日最高,未創全日最低,-52.0,3.0,-20.0,-51.0
High_Down_High_Down_Medium_Flat_Nh_Nl,1,0.0020876826722338203,['20231225'],20231225,High(Down),High(Down),Medium(Flat),未創全日最高,未創全日最低,-23.0,-1.0,0.0,-22.0
Medium_Down_Low_Up_Low_Down_H_Nl,1,0.0020876826722338203,['20231220'],20231220,Medium(Down),Low(Up),Low(Down),創全日最高,未創全日最低,-8.0,17.0,-1.0,31.0
High_Down_High_Up_High_Up_Nh_Nl,1,0.0020876826722338203,['20231218'],20231218,High(Down),High(Up),High(Up),未創全日最高,未創全日最低,-52.0,43.0,18.0,-17.0
Medium_Up_High_Up_Low_Up_H_Nl,1,0.0020876826722338203,['20231214'],20231214,Medium(Up),High(Up),Low(Up),創全日最高,未創全日最低,14.0,30.0,10.0,58.0
Medium_Down_High_Up_Medium_Down_Nh_L,1,0.0020876826722338203,['20240717'],20240717,Medium(Down),High(Up),Medium(Down),未創全日最高,創全日最低,-72.0,161.0,-288.0,-300.0
High_Down_High_Down_High_Down_Nh_Nl,1,0.0020876826722338203,['20240715'],20240715,High(Down),High(Down),High(Down),未創全日最高,未創全日最低,-95.0,-64.0,-12.0,-240.0
High_Up_Low_Down_High_Up_H_L,1,0.0020876826722338203,['20240710'],20240710,High(Up),Low(Down),High(Up),創全日最高,創全日最低,44.0,-12.0,178.0,241.0
Medium_Up_High_Up_Low_Down_H_L,1,0.0020876826722338203,['20240701'],20240701,Medium(Up),High(Up),Low(Down),創全日最高,創全日最低,21.0,85.0,-105.0,31.0
Medium_Up_Medium_Up_Low_Down_H_Nl,1,0.0020876826722338203,['20240617'],20240617,Medium(Up),Medium(Up),Low(Down),創全日最高,未創全日最低,5.0,51.0,-15.0,47.0
High_Down_High_Up_High_Up_H_Nl,1,0.0020876826722338203,['20240628'],20240628,High(Down),High(Up),High(Up),創全日最高,未創全日最低,-83.0,117.0,22.0,75.0
Medium_Down_Low_Down_High_Up_H_Nl,1,0.0020876826722338203,['20240606'],20240606,Medium(Down),Low(Down),High(Up),創全日最高,未創全日最低,-17.0,-2.0,63.0,50.0
High_Down_Low_Up_High_Down_H_L,1,0.0020876826722338203,['20240611'],20240611,High(Down),Low(Up),High(Down),創全日最高,創全日最低,-62.0,58.0,-100.0,-122.0
Low_Up_High_Up_Medium_Down_H_L,1,0.0020876826722338203,['20240530'],20240530,Low(Up),High(Up),Medium(Down),創全日最高,創全日最低,19.0,36.0,-142.0,-121.0
Low_Down_Medium_Up_Medium_Up_H_Nl,1,0.0020876826722338203,['20240410'],20240410,Low(Down),Medium(Up),Medium(Up),創全日最高,未創全日最低,-11.0,2.0,32.0,29.0
Low_Down_Medium_Up_High_Down_H_L,1,0.0020876826722338203,['20240415'],20240415,Low(Down),Medium(Up),High(Down),創全日最高,創全日最低,-16.0,51.0,-66.0,-36.0
Low_Up_Low_Down_High_Up_H_Nl,1,0.0020876826722338203,['20240418'],20240418,Low(Up),Low(Down),High(Up),創全日最高,未創全日最低,27.0,-18.0,276.0,288.0
Medium_Down_High_Up_Low_Down_Nh_L,1,0.0020876826722338203,['20240430'],20240430,Medium(Down),High(Up),Low(Down),未創全日最高,創全日最低,-2.0,28.0,-136.0,-105.0
Medium_Down_Medium_Down_Medium_Down_Nh_L,1,0.0020876826722338203,['20240422'],20240422,Medium(Down),Medium(Down),Medium(Down),未創全日最高,創全日最低,-44.0,-80.0,-106.0,-96.0
High_Up_Medium_Down_High_Down_Nh_Nl,1,0.0020876826722338203,['20240502'],20240502,High(Up),Medium(Down),High(Down),未創全日最高,未創全日最低,55.0,-25.0,-49.0,41.0
Medium_Up_Low_Up_High_Up_H_Nl,1,0.0020876826722338203,['20240514'],20240514,Medium(Up),Low(Up),High(Up),創全日最高,未創全日最低,9.0,18.0,107.0,121.0
Low_Down_Low_Up_High_Up_H_Nl,1,0.0020876826722338203,['20240314'],20240314,Low(Down),Low(Up),High(Up),創全日最高,未創全日最低,-48.0,62.0,10.0,42.0
Medium_Up_High_Up_Low_Down_Nh_L,1,0.0020876826722338203,['20240923'],20240923,Medium(Up),High(Up),Low(Down),未創全日最高,創全日最低,16.0,63.0,-20.0,47.0
Low_Down_Medium_Down_High_Down_Nh_L,1,0.0020876826722338203,['20240930'],20240930,Low(Down),Medium(Down),High(Down),未創全日最高,創全日最低,-9.0,-30.0,-343.0,-373.0
Medium_Down_High_Down_High_Down_H_L,1,0.0020876826722338203,['20240926'],20240926,Medium(Down),High(Down),High(Down),創全日最高,創全日最低,-33.0,-20.0,-14.0,-77.0
Medium_Up_Low_Down_Medium_Up_Nh_Nl,1,0.0020876826722338203,['20241007'],20241007,Medium(Up),Low(Down),Medium(Up),未創全日最高,未創全日最低,161.0,-20.0,51.0,197.0
Medium_Down_Low_Down_Medium_Down_Nh_L,1,0.0020876826722338203,['20241024'],20241024,Medium(Down),Low(Down),Medium(Down),未創全日最高,創全日最低,-7.0,-8.0,-81.0,-93.0
High_Up_High_Up_High_Up_Nh_Nl,1,0.0020876826722338203,['20241105'],20241105,High(Up),High(Up),High(Up),未創全日最高,未創全日最低,56.0,238.0,32.0,329.0
High_Up_Medium_Up_Medium_Down_H_Nl,1,0.0020876826722338203,['20241001'],20241001,High(Up),Medium(Up),Medium(Down),創全日最高,未創全日最低,95.0,21.0,-14.0,145.0
Medium_Up_Low_Down_High_Up_H_L,1,0.0020876826722338203,['20241106'],20241106,Medium(Up),Low(Down),High(Up),創全日最高,創全日最低,47.0,-42.0,203.0,69.0
High_Up_Low_Up_Medium_Down_H_L,1,0.0020876826722338203,['20240918'],20240918,High(Up),Low(Up),Medium(Down),創全日最高,創全日最低,8.0,32.0,-192.0,-111.0
Medium_Up_Medium_Down_High_Up_H_Nl,1,0.0020876826722338203,['20240731'],20240731,Medium(Up),Medium(Down),High(Up),創全日最高,未創全日最低,90.0,-95.0,185.0,234.0
Medium_Down_Low_Up_Medium_Up_Nh_L,1,0.0020876826722338203,['20240801'],20240801,Medium(Down),Low(Up),Medium(Up),未創全日最高,創全日最低,-113.0,6.0,70.0,-61.0
Medium_Up_High_Up_Medium_Down_Nh_L,1,0.0020876826722338203,['20240905'],20240905,Medium(Up),High(Up),Medium(Down),未創全日最高,創全日最低,30.0,127.0,-248.0,-127.0
High_Down_Medium_Up_Medium_Down_H_L,1,0.0020876826722338203,['20240911'],20240911,High(Down),Medium(Up),Medium(Down),創全日最高,創全日最低,-59.0,93.0,-111.0,-94.0
High_Down_High_Up_Medium_Down_Nh_Nl,1,0.0020876826722338203,['20240904'],20240904,High(Down),High(Up),Medium(Down),未創全日最高,未創全日最低,-162.0,124.0,-238.0,-306.0
High_Down_Medium_Up_Medium_Up_H_Nl,1,0.0020876826722338203,['20240827'],20240827,High(Down),Medium(Up),Medium(Up),創全日最高,未創全日最低,-79.0,37.0,81.0,40.0
High_Up_High_Up_High_Down_Nh_Nl,1,0.0020876826722338203,['20241212'],20241212,High(Up),High(Up),High(Down),未創全日最高,未創全日最低,120.0,59.0,-83.0,103.0
High_Up_High_Down_High_Up_Nh_L,1,0.0020876826722338203,['20241205'],20241205,High(Up),High(Down),High(Up),未創全日最高,創全日最低,18.0,-30.0,10.0,-8.0
High_Down_Medium_Down_Medium_Down_Nh_L,1,0.0020876826722338203,['20241203'],20241203,High(Down),Medium(Down),Medium(Down),未創全日最高,創全日最低,-24.0,-32.0,-28.0,-41.0
High_Down_Low_Down_High_Down_Nh_L,1,0.0020876826722338203,['20241125'],20241125,High(Down),Low(Down),High(Down),未創全日最高,創全日最低,-32.0,-8.0,-148.0,-192.0
Low_Down_Medium_Up_High_Up_H_Nl,1,0.0020876826722338203,['20241119'],20241119,Low(Down),Medium(Up),High(Up),創全日最高,未創全日最低,-13.0,56.0,190.0,207.0
High_Up_Low_Down_Medium_Down_Nh_Nl,1,0.0020876826722338203,['20241115'],20241115,High(Up),Low(Down),Medium(Down),未創全日最高,未創全日最低,152.0,-36.0,-90.0,52.0
High_Down_Low_Up_Low_Up_Nh_L,1,0.0020876826722338203,['20241108'],20241108,High(Down),Low(Up),Low(Up),未創全日最高,創全日最低,-63.0,29.0,34.0,2.0
Medium_Down_High_Down_Medium_Up_Nh_Nl,1,0.0020876826722338203,['20250117'],20250117,Medium(Down),High(Down),Medium(Up),未創全日最高,未創全日最低,-135.0,-98.0,167.0,-89.0
Low_Up_Medium_Down_High_Down_Nh_L,1,0.0020876826722338203,['20250206'],20250206,Low(Up),Medium(Down),High(Down),未創全日最高,創全日最低,18.0,-45.0,-9.0,-60.0
Medium_Up_Low_Down_Low_Down_H_Nl,1,0.0020876826722338203,['20250205'],20250205,Medium(Up),Low(Down),Low(Down),創全日最高,未創全日最低,141.0,-8.0,-91.0,60.0
High_Up_High_Up_Medium_Down_H_Nl,1,0.0020876826722338203,['20250219'],20250219,High(Up),High(Up),Medium(Down),創全日最高,未創全日最低,21.0,57.0,-65.0,39.0
High_Down_High_Down_High_Up_Nh_Nl,1,0.0020876826722338203,['20250213'],20250213,High(Down),High(Down),High(Up),未創全日最高,未創全日最低,-107.0,-2.0,83.0,-34.0
Medium_Down_High_Down_High_Up_H_L,1,0.0020876826722338203,['20250220'],20250220,Medium(Down),High(Down),High(Up),創全日最高,創全日最低,-99.0,-21.0,119.0,31.0
Medium_Up_Medium_Up_High_Down_H_L,1,0.0020876826722338203,['20250325'],20250325,Medium(Up),Medium(Up),High(Down),創全日最高,創全日最低,5.0,64.0,-135.0,-29.0
High_Down_Medium_Down_Low_Up_Nh_L,1,0.0020876826722338203,['20250327'],20250327,High(Down),Medium(Down),Low(Up),未創全日最高,創全日最低,-36.0,-38.0,28.0,-60.0
Medium_Up_Medium_Down_High_Down_Nh_Nl,1,0.0020876826722338203,['20250203'],20250203,Medium(Up),Medium(Down),High(Down),未創全日最高,未創全日最低,182.0,-179.0,-29.0,-84.0
High_Down_High_Up_Medium_Down_H_Nl,1,0.0020876826722338203,['20250418'],20250418,High(Down),High(Up),Medium(Down),創全日最高,未創全日最低,-66.0,35.0,-35.0,-46.0
Medium_Down_High_Up_High_Down_H_L,1,0.0020876826722338203,['20250422'],20250422,Medium(Down),High(Up),High(Down),創全日最高,創全日最低,-25.0,87.0,-216.0,-142.0
High_Up_Medium_Down_Low_Down_H_Nl,1,0.0020876826722338203,['20250508'],20250508,High(Up),Medium(Down),Low(Down),創全日最高,未創全日最低,140.0,-35.0,-3.0,103.0
Medium_Up_High_Down_High_Up_H_Nl,1,0.0020876826722338203,['20250509'],20250509,Medium(Up),High(Down),High(Up),創全日最高,未創全日最低,11.0,-52.0,219.0,196.0
Medium_Down_Low_Up_Medium_Up_H_L,1,0.0020876826722338203,['20250514'],20250514,Medium(Down),Low(Up),Medium(Up),創全日最高,創全日最低,-43.0,63.0,75.0,95.0
Medium_Flat_High_Down_Low_Down_H_Nl,1,0.0020876826722338203,['20250515'],20250515,Medium(Flat),High(Down),Low(Down),創全日最高,未創全日最低,0.0,-56.0,-34.0,-81.0
High_Down_Medium_Up_Low_Down_H_Nl,1,0.0020876826722338203,['20250516'],20250516,High(Down),Medium(Up),Low(Down),創全日最高,未創全日最低,-42.0,93.0,-23.0,46.0
Medium_Up_High_Down_Low_Flat_Nh_L,1,0.0020876826722338203,['20250522'],20250522,Medium(Up),High(Down),Low(Flat),未創全日最高,創全日最低,11.0,-46.0,0.0,34.0
Medium_Down_Low_Down_Low_Up_Nh_L,1,0.0020876826722338203,['20250606'],20250606,Medium(Down),Low(Down),Low(Up),未創全日最高,創全日最低,-4.0,-49.0,23.0,-21.0
High_Down_Medium_Up_High_Down_Nh_L,1,0.0020876826722338203,['20250612'],20250612,High(Down),Medium(Up),High(Down),未創全日最高,創全日最低,-51.0,60.0,-48.0,-63.0
High_Up_Low_Up_High_Down_Nh_L,1,0.0020876826722338203,['20250617'],20250617,High(Up),Low(Up),High(Down),未創全日最高,創全日最低,14.0,25.0,-40.0,9.0
Medium_Down_Low_Up_Medium_Down_Nh_L,1,0.0020876826722338203,['20250630'],20250630,Medium(Down),Low(Up),Medium(Down),未創全日最高,創全日最低,-75.0,22.0,-14.0,-94.0
High_Up_High_Up_Medium_Down_Nh_Nl,1,0.0020876826722338203,['20250701'],20250701,High(Up),High(Up),Medium(Down),未創全日最高,未創全日最低,246.0,135.0,-208.0,155.0
Medium_Down_Low_Up_High_Down_Nh_Nl,1,0.0020876826722338203,['20250707'],20250707,Medium(Down),Low(Up),High(Down),未創全日最高,未創全日最低,-210.0,71.0,-31.0,-21.0
Low_Down_Low_Flat_Low_Up_Nh_Nl,1,0.0020876826722338203,['20250721'],20250721,Low(Down),Low(Flat),Low(Up),未創全日最高,未創全日最低,-32.0,0.0,16.0,-14.0
High_Up_Low_Down_Medium_Down_Nh_L,1,0.0020876826722338203,['20250722'],20250722,High(Up),Low(Down),Medium(Down),未創全日最高,創全日最低,127.0,-30.0,-359.0,-245.0
